region_or_nation,job_family,occupation,medium_skilled,include_fe,include_he,demand_entry,demand_ticker,lq,lq_label,demand_entry_sl,demand_entry_fe,demand_entry_he,advertised_avg_salary_entry_hs,advertised_avg_salary_entry_degree,advertised_entry_salary_degree_premium,advertised_entry_salary_degree_premium_percentage,supply_fe,supply_he,fe_ds_ratio,he_ds_ratio,fe_ds_ratio_log,he_ds_ratio_log
NORTHERN IRELAND,Skilled Trades Occupations,Agricultural and Related Trades,1,0,0,232,Low,0.860535069619021,Average,85.99,88.87,47.61,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,203,,0.438423645320197,,-0.824569609309648,
NORTHERN IRELAND,Elementary Occupations,Elementary Administration Occupations,0,0,0,232,Low,0.318828593130708,Very Low,112.24,50.15,44.26,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,67,,0.761194029850746,,-0.272866986666641,
NORTHERN IRELAND,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,209,Low,0.376112598239589,Very Low,70.11,119.23,15.89,,,,,123,,0.975609756097561,,-0.0246926125903715,
NORTHERN IRELAND,Associate Professional And Technical Occupations,Design Occupations,1,0,1,192,Low,0.268542605714618,Very Low,33.04,33.25,118.6,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,214,67,0.154205607476636,1.76119402985075,-1.86946845355537,0.565992005074701
NORTHERN IRELAND,Elementary Occupations,Elementary Sales Occupations,0,0,0,178,Low,0.846404998777263,Average,103.32,38.37,28.23,18853.7343,20621.68,1767.9457,0.0937716460765017,47,,0.829787234042553,,-0.186585955580412,
NORTHERN IRELAND,Professional Occupations,Media Professionals,0,0,1,172,Low,0.421357041756896,Very Low,17.99,11.54,128.85,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,67,35,0.17910447761194,3.68571428571429,-1.71978596960297,1.30446434287226
NORTHERN IRELAND,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,0,0,150,Low,0.452810021128179,Very Low,55,34.96,49.21,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,424,,0.0825471698113208,,-2.49438539374254,
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,144,Low,0.528328099323792,Very Low,33.85,45.95,61.2,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
NORTHERN IRELAND,Skilled Trades Occupations,Other Skilled Trades,1,0,0,139,Low,0.396371280059157,Very Low,57.66,30.89,42.89,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,119,,0.26890756302521,,-1.3133875903118,
NORTHERN IRELAND,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,0,0,137,Low,0.617492360497129,Very Low,13.55,63.66,52.26,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,78,75,0.82051282051282,0.64,-0.19782574332992,-0.446287102628419
NORTHERN IRELAND,Skilled Trades Occupations,Building Finishing Trades,1,0,0,124,Low,0.517208088384264,Very Low,31.93,84.2,6.71,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,232,,0.357758620689655,,-1.02789676386971,
NORTHERN IRELAND,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,0,0,120,Low,0.720984177121591,Low,40.29,50.17,27.73,,,,,61,,0.819672131147541,,-0.198850858745165,
NORTHERN IRELAND,Associate Professional And Technical Occupations,Protective Service Occupations,1,0,0,106,Low,0.445326454311929,Very Low,30.71,29.24,34.32,,,,,558,1,0.0537634408602151,34.32,-2.92316158071915,3.53572827461976
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,96,Low,0.487336089797191,Very Low,14.13,21.12,51.13,,,,,0,,Inf,,Inf,
NORTHERN IRELAND,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,0,0,95,Low,0.404969861152055,Very Low,17.86,19.12,54.87,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,164,,0.115853658536585,,-2.15542744865776,
NORTHERN IRELAND,Elementary Occupations,Elementary Agricultural Occupations,0,0,0,91,Low,0.789687996053487,Low,38.04,28.53,18.31,24588.4802,26224.859375,1636.379175,0.0665506432967743,46,,0.630434782608696,,-0.46134556650262,
NORTHERN IRELAND,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,0,0,83,Low,0.434450308503494,Very Low,38.5,27.27,13.92,23131.0033,27784.3367,4653.3334,0.201173003161519,158,2,0.177215189873418,6.96,-1.73039052285176,1.94017947434633
NORTHERN IRELAND,Skilled Trades Occupations,Printing Trades,1,0,0,67,Low,0.577912050254717,Very Low,19.61,19.88,22.37,,,,,35,,0.571428571428571,,-0.559615787935424,
NORTHERN IRELAND,Skilled Trades Occupations,Textiles and Garments Trades,1,0,0,65,Low,0.663831181207908,Very Low,24.25,19.68,18.27,29717.2634,32401.345,2684.0816,0.0903206181495165,18,1,1.11111111111111,18.27,0.105360515657825,2.90526037038992
NORTHERN IRELAND,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,0,0,60,Low,0.437725237610901,Very Low,23.54,12.11,21.02,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,52,,0.211538461538462,,-1.55334844578305,
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Managers and Directors in Transport and Logistics,0,0,0,50,Low,0.428297154285258,Very Low,17.6,7.94,23.1,30377.4833,40065.5445457627,9688.06124576271,0.31892244495984,0,,Inf,,Inf,
NORTHERN IRELAND,Associate Professional And Technical Occupations,Transport Associate Professionals,1,0,0,48,Low,0.874935504354025,Average,17.89,9.23,14.41,,,,,23,0,0.391304347826087,Inf,-0.93826963859293,Inf
NORTHERN IRELAND,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,0,0,35,Low,0.384821573839921,Very Low,8.33,18.47,7.12,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,43,,0.418604651162791,,-0.870828357797397,
NORTHERN IRELAND,Skilled Trades Occupations,Construction and Building Trades Supervisors,1,0,0,34,Low,0.648349642970034,Very Low,13.61,16.95,3.17,29963.9806,36116.4423,6152.4617,0.205328583746313,59,,0.288135593220339,,-1.2443240998495,
NORTHERN IRELAND,Professional Occupations,Librarians and Related Professionals,0,0,0,30,Low,0.533752520598747,Very Low,6.05,2.7,15.39,21510.8126,23309.4540694915,1798.64146949152,0.083615691463535,7,1,0.428571428571429,15.39,-0.847297860387203,2.73371794785079
NORTHERN IRELAND,Professional Occupations,Conservation and Environment Professionals,0,0,0,23,Low,0.600596527743019,Very Low,1.71,1.43,16.97,30942.15,33293.3118357143,2351.16183571429,0.0759857293599277,13,22,0.0769230769230769,0.772727272727273,-2.56494935746154,-0.257829109302099
NORTHERN IRELAND,Associate Professional And Technical Occupations,Conservation and Environmental Associate Professionals,1,0,0,23,Low,0.981916711258392,Average,5.77,7.17,8.49,22163.8923,27662.3859,5498.4936,0.248083392825366,4,2,1.75,4.245,0.559615787935423,1.44574181976331
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Senior Officers in Protective Services,0,0,0,20,Low,0.515738681484689,Very Low,4.28,4.07,9.89,33709.1105,41082.6533,7373.5428,0.218740355074038,0,,Inf,,Inf,
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Chief Executives and Senior Officials,0,0,0,13,Low,0.40384449971228,Very Low,0.87,0.62,8.66,38984.1542,45530.2436258064,6546.08942580645,0.167916671789854,0,,Inf,,Inf,
NORTHERN IRELAND,Professional Occupations,Research and Development Managers ,0,0,0,9,Low,0.346441853432106,Very Low,0.85,1.84,5.42,,,,,3,,0.666666666666667,,-0.405465108108164,
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Agriculture Related Services,0,0,0,4,Low,0.409749409752574,Very Low,0.34,2.06,1.24,,30274.0277,,,7,,0.285714285714286,,-1.25276296849537,
NORTHERN IRELAND,"Managers, Directors And Senior Officials",Financial Institution Managers and Directors,0,0,0,3,Low,0.232404743344038,Very Low,0.28,0.36,1.96,29878.3291,52191.3189,22312.9898,0.746795101068754,0,,NaN,,NaN,
SCOTLAND,Administrative And Secretarial Occupations,Other Administrative Occupations,0,1,0,22385,Very High,1.01302839950664,Average,12575.89,5645.62,3777.55,20590.6757,28567.565647005,7976.88994700503,0.387403019853546,1167,,4.83718937446444,,1.57633384429721,
SCOTLAND,Associate Professional And Technical Occupations,"Sales, Marketing and Related Associate Professionals",1,1,0,17858,Very High,0.74139984247191,Low,3758.75,1994.81,11532.05,29964.9858,38098.1842051131,8133.19840511306,0.271423402613895,683,1020,2.92093704245974,11.3058823529412,1.07190446975317,2.42532315247998
SCOTLAND,"Caring, Leisure And Other Service Occupations",Caring Personal Services,1,1,0,16725,Very High,0.920306910190317,Average,5384.51,8999.11,2112.92,20600.0565,21400.7014842391,800.64498423913,0.0388661547719119,2265,29,3.97350993377483,72.8593103448276,1.37964981840122,4.28853032605151
SCOTLAND,Professional Occupations,Teaching and Educational Professionals,0,1,1,14289,Very High,0.615905842814164,Very Low,2339.4,1597.77,6451.87,32447.4284,34209.0630525813,1761.63465258127,0.0542919651709984,745,1243,2.14496644295302,5.1905631536605,0.763123907946661,1.64684219874033
SCOTLAND,Sales And Customer Service Occupations,Customer Service Occupations,0,1,0,13867,Very High,1.02719075806846,Average,7601.75,3583.25,2297.77,21332.0372,26753.4036599671,5421.36645996705,0.25414199352545,465,52,7.70752688172043,44.1878846153846,2.04219736850746,3.78845064778603
SCOTLAND,Professional Occupations,Information Technology and Telecommunications Professionals,0,1,1,12669,Very High,0.699058653875546,Low,1233.81,1063.91,9691.76,43356.3316,51403.9853803612,8047.65378036118,0.185616575096985,1372,1033,0.775510204081633,9.3821490803485,-0.25423413838424,2.2388088498193
SCOTLAND,Sales And Customer Service Occupations,Sales Assistants and Retail Cashiers,0,1,0,11203,Very High,0.836829052492712,Average,5153.24,2703.8,3021.73,22731.8923,36312.5928828265,13580.7005828265,0.597429391429348,1575,,1.71619047619048,,0.540106995016716,
SCOTLAND,Elementary Occupations,Other Elementary Services Occupations,0,1,0,9727,Very High,1.01390613276531,Average,4646.64,3967.18,890.88,21254.0125,22038.4099655172,784.397465517239,0.0369058532132339,2771,,1.43161313605197,,0.358801875651354,
SCOTLAND,Professional Occupations,Nursing and Midwifery Professionals,0,0,1,9622,Very High,0.611182008179287,Very Low,1.26,1.32,7829.84,29771.0799,34345.7934940235,4574.71359402348,0.153663004815068,14,3500,0.0714285714285714,2.23571428571429,-2.63905732961526,0.804560767930851
SCOTLAND,"Process, Plant And Machine Operatives",Road Transport Drivers,0,1,0,9184,High,0.693839055137913,Low,4076.19,3004.32,1633.47,22586.2561,23503.4902866397,917.234186639678,0.0406102801003695,525,,5.72190476190476,,1.7443017502924,
SCOTLAND,Administrative And Secretarial Occupations,Administrative Occupations: Finance,1,1,0,8877,High,1.00942234936009,Average,4353,1132.29,2981.45,23652.9338,35508.6489888889,11855.7151888889,0.501236560721651,607,,1.86490939044481,,0.62321246770363,
SCOTLAND,Skilled Trades Occupations,Food Preparation and Hospitality Trades,1,1,1,8650,High,0.880611428971062,Average,3215.86,5213.88,185.14,,,,,4207,29,1.23912526741146,6.38413793103448,0.214405701177587,1.85381646565259
SCOTLAND,Professional Occupations,"Business, Research and Administrative Professionals",0,1,1,8366,High,1.03348418623271,Average,289.61,125.49,6601.04,38392.6375,49310.5429158434,10917.9054158434,0.284374977255559,91,669,1.38461538461538,9.86696562032885,0.325422400434625,2.28919237156054
SCOTLAND,Administrative And Secretarial Occupations,Secretarial and Related Occupations,1,1,0,8359,High,0.98893549287082,Average,4958.96,1898.1,1279.84,22732.7052,26026.8058737075,3294.10067370753,0.144905792985321,628,,3.02388535031847,,1.10654254434409,
SCOTLAND,Associate Professional And Technical Occupations,"Business, Finance and Related Associate Professionals",1,1,1,8307,High,0.787139114027865,Low,1423.47,1193.45,4865.79,33766.2658,46831.2324368724,13064.9666368724,0.386923644866659,278,735,4.29856115107914,6.62012244897959,1.45828035067497,1.89011386660256
SCOTLAND,Associate Professional And Technical Occupations,Public Services and Other Associate Professionals,1,1,0,8295,High,0.772083519671881,Low,2144.63,1656.33,4209.2,30399.0708,39356.5276740072,8957.45687400722,0.294662193227538,411,272,4.02919708029197,15.4705882352941,1.39356712044897,2.73894068812155
SCOTLAND,Sales And Customer Service Occupations,Sales Related Occupations,0,1,0,7894,High,0.897227602837995,Average,2393.56,908.69,4351.27,23928.9634,35090.0375471503,11161.0741471503,0.46642530896889,151,9,6.01986754966887,483.474444444444,1.79506525736255,6.18099845815922
SCOTLAND,Professional Occupations,Health Professionals,0,0,1,7709,High,0.856223679124444,Average,81.8,74.64,5188.27,41023.5289,46441.4592260586,5417.93032605863,0.13206885100659,75,2315,1,2.22764578833693,0,0.800945327530623
SCOTLAND,Elementary Occupations,Elementary Cleaning Occupations,0,1,0,7210,Medium,1.03381480480487,Average,4262.64,1575.82,1261.41,19313.3307,23851.7298387097,4538.39913870968,0.234987905980903,332,,4.74397590361446,,1.55687558234325,
SCOTLAND,Associate Professional And Technical Occupations,"Science, Engineering and Production Technicians",1,1,1,6063,Medium,1.1460625899881,Average,1405.97,2848.6,1520,28181.3123,33267.8965158455,5086.58421584554,0.180494937982201,1031,467,2.7623666343356,3.16916488222698,1.01608778851491,1.15346810908926
SCOTLAND,Associate Professional And Technical Occupations,Welfare and Housing Associate Professionals,1,1,0,5774,Medium,1.14080766135993,Average,920.23,2087.58,2239.02,24231.2924,26899.4677378345,2668.17533783455,0.110112795214941,477,220,4.37735849056604,10.1773636363636,1.47644545811419,2.32016600276568
SCOTLAND,Associate Professional And Technical Occupations,Information Technology Technicians,1,1,0,5706,Medium,0.670773217972742,Low,1819.34,1170.65,2565.07,30464.4601,38482.9697183184,8018.50961831842,0.263208656644416,808,218,1.44925742574257,11.7660550458716,0.371051305076619,2.46521869481578
SCOTLAND,Administrative And Secretarial Occupations,Administrative Occupations: Records,1,1,0,5315,Medium,0.972144883297685,Average,2108.9,975.09,1987.85,23147.3893,34411.6207417349,11264.2314417349,0.486630751129021,448,,2.17633928571429,,0.777644238582864,
SCOTLAND,"Caring, Leisure And Other Service Occupations",Childcare and Related Personal Services,1,1,1,4613,Medium,0.461257833065624,Very Low,1632.01,2323.05,540.61,21462.318,23068.2189012668,1605.9009012668,0.074824205906687,3218,132,0.721876942200124,4.0955303030303,-0.32590059478192,1.40989620905012
SCOTLAND,Professional Occupations,Engineering Professionals,0,1,1,3554,Medium,1.13381129738313,Average,281.03,1091.44,1987.72,40269.5775,45218.9141947059,4949.33669470587,0.122905106086744,981,1853,1.1131498470948,1.0728548300054,0.107193696739486,0.0703231609311626
SCOTLAND,Elementary Occupations,Elementary Storage Occupations,0,1,0,3366,Medium,0.754188575249181,Low,1767.68,929.35,562.06,18500.247,29341.5858670103,10841.3388670103,0.586010493103704,151,,6.1523178807947,,1.81682890199891,
SCOTLAND,Skilled Trades Occupations,Construction and Building Trades,1,1,0,3316,Medium,0.876045385867662,Average,710.18,2142.8,422.74,,,,,3440,,0.622674418604651,,-0.47373149935975,
SCOTLAND,"Process, Plant And Machine Operatives",Process Operatives,0,1,0,2853,Medium,0.924573814065488,Average,1092.86,679.05,873.92,28022.1845,37978.6517106464,9956.46721064639,0.355306603974661,394,,1.72335025380711,,0.544270218260764,
SCOTLAND,Associate Professional And Technical Occupations,"Artistic, Literary and Media Occupations",1,1,1,2802,Medium,0.787461552516283,Low,681.51,357.65,1363.54,28212.7883,35423.4842514706,7210.69595147058,0.255582534941099,1318,566,0.271623672230652,2.40908127208481,-1.30333772866175,0.87924545991912
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Directors in Retail and Wholesale,0,0,0,2712,Medium,0.942345853309565,Average,922.7,512.31,1123.12,27772.7027,32832.6787885986,5059.97608859857,0.182192426255964,0,,Inf,,Inf,
SCOTLAND,Skilled Trades Occupations,"Metal Machining, Fitting and Instrument Making Trades",1,1,0,2681,Medium,0.944106589208873,Average,616.87,1581.24,422.82,26814.9721,31284.7763495868,4469.80424958678,0.16669061720138,1150,,1.37478260869565,,0.318295615852175,
SCOTLAND,"Caring, Leisure And Other Service Occupations",Leisure and Travel Services,0,1,0,2539,Medium,1.31007497128268,High,882.67,686.08,934.22,21567.3127,28675.0314342105,7107.71873421053,0.329559775623345,359,,1.9108635097493,,0.647555239237604,
SCOTLAND,Skilled Trades Occupations,Electrical and Electronic Trades,1,1,0,2464,Medium,1.00007760602076,Average,445.65,1515.48,460.12,28136.3846,36409.666876367,8273.28227636701,0.294042123534486,2487,4,0.609569762766385,115.03,-0.495001877601088,4.74519296390792
SCOTLAND,Elementary Occupations,Elementary Administration Occupations,0,0,0,2440,Medium,1.06221999134976,Average,1229.21,595.21,452.17,21024.4826,28339.5332387097,7315.05063870968,0.347930114518475,53,,11.2264150943396,,2.41826949199351,
SCOTLAND,Elementary Occupations,Elementary Security Occupations,0,1,0,2327,Medium,0.879104714821743,Average,1020.34,583.01,600.27,21511.4319,31901.3219276316,10389.8900276316,0.482993883249194,172,,3.38953488372093,,1.22069270953704,
SCOTLAND,Professional Occupations,Welfare Professionals,0,1,1,2296,Medium,0.535678299595637,Very Low,100.95,235.44,1843.84,33280.8859,45931.3532592593,12650.4673592593,0.380112097895184,131,473,1.79389312977099,3.89818181818182,0.584388190943006,1.36051024396418
SCOTLAND,Associate Professional And Technical Occupations,Health Associate Professionals,1,1,1,2231,Medium,0.701015524545734,Low,219.26,991.58,845.58,26342.3,26729.3701051282,387.070105128205,0.0146938613988985,221,168,4.48868778280543,5.03321428571429,1.50156040576712,1.61605880302822
SCOTLAND,Skilled Trades Occupations,Vehicle Trades,1,1,0,2031,Medium,0.653584453909315,Very Low,410.61,1477.81,111.04,,,,,2724,,0.542217327459618,,-0.612088384738024,
SCOTLAND,Elementary Occupations,Elementary Process Plant Occupations,0,1,0,2013,Medium,0.847605988700694,Average,857.46,740.31,348.29,19920.8076,30327.2291038462,10406.4215038462,0.522389539259751,125,,5.92,,1.77833644889591,
SCOTLAND,"Process, Plant And Machine Operatives",Assemblers and Routine Operatives,0,1,0,1975,Medium,0.735602455371526,Low,670,516.71,718,27323.9928,38583.0658028571,11259.0730028571,0.412058116296134,382,,1.35340314136126,,0.302622265901856,
SCOTLAND,"Process, Plant And Machine Operatives",Plant and Machine Operatives,0,1,0,1962,Medium,0.978327564340561,Average,559.9,789.71,516.9,28845.4312,33328.2896066421,4482.85840664207,0.155409651378069,250,,3.16,,1.15057202759882,
SCOTLAND,"Process, Plant And Machine Operatives",Construction Operatives,0,1,0,1943,Medium,1.10764288400794,Average,661.76,1089.05,155.62,,,,,344,,3.1656976744186,,1.15237346555956,
SCOTLAND,"Process, Plant And Machine Operatives",Mobile Machine Drivers and Operatives,0,1,0,1937,Medium,0.642991375884397,Very Low,1058.17,611.06,247.05,17710.4914,25733.4463018182,8022.95490181818,0.453005776102756,228,,2.67982456140351,,0.985751330217155,
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Hospitality and Leisure Services,0,1,0,1825,Medium,0.860510158459068,Average,730.45,654.13,410.17,22924.7589,29829.3928992064,6904.63399920635,0.301186766208754,914,,0.714442013129103,,-0.336253442177719,
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Other Services,0,1,0,1732,Medium,0.789237436137411,Low,464.64,436.07,768.03,38660.652,49814.1524638298,11153.5004638298,0.28849747448206,425,,1.02588235294118,,0.025553074424621,
SCOTLAND,Professional Occupations,Therapy Professionals,0,0,1,1537,Medium,0.623058011793999,Very Low,96.99,59.09,1286.78,31680.9503,35390.4414721311,3709.49117213115,0.117089012072064,77,290,0.779220779220779,4.43448275862069,-0.249460859631583,1.48941098181705
SCOTLAND,"Caring, Leisure And Other Service Occupations",Housekeeping and Related Services,0,0,0,1526,Medium,1.02039323069255,Average,613.74,638.07,232.37,19464.4944,20411.2642,946.769799999998,0.0486408627187356,33,,19.3333333333333,,2.96183072187831,
SCOTLAND,Administrative And Secretarial Occupations,Administrative Occupations: Office Managers and Supervisors,1,1,0,1520,Medium,0.821499023302672,Low,374.74,290.51,789.72,28281.8869,41881.4379621107,13599.5510621107,0.480857274841543,128,,2.2734375,,0.821293003251875,
SCOTLAND,"Caring, Leisure And Other Service Occupations",Hairdressers and Related Services,0,1,0,1480,Medium,0.699125693223731,Low,308.18,1152.02,15.1,,,,,3094,,0.372333548804137,,-0.987965189877175,
SCOTLAND,Elementary Occupations,Elementary Construction Occupations,0,1,0,1452,Medium,0.739646135511529,Low,434.1,513.8,469.3,29607.1038,37637.5037586207,8030.39995862068,0.271232202003516,300,,1.71333333333333,,0.538440790798962,
SCOTLAND,Professional Occupations,"Architects, Town Planners and Surveyors",0,1,1,1394,Medium,0.716140106150254,Low,123.95,324.24,841.73,33965.5158,43155.457648326,9189.94184832601,0.270566827320962,279,284,1.16487455197133,2.96383802816901,0.152613400508375,1.08648505957394
SCOTLAND,Associate Professional And Technical Occupations,Design Occupations,1,1,1,1326,Medium,0.587504044181375,Very Low,227.93,210.25,830.36,24595.9967,34445.9132417819,9849.91654178187,0.400468281969719,461,417,0.455531453362256,1.99280575539568,-0.78629051227918,0.689543573056645
SCOTLAND,Associate Professional And Technical Occupations,Sports and Fitness Occupations,1,1,1,1302,Medium,0.88774477671991,Average,407.78,641.01,218.64,22957.928,40358.799715493,17400.871715493,0.757946087969827,718,168,0.892757660167131,1.30142857142857,-0.113440112127554,0.263462562216554
SCOTLAND,Professional Occupations,Natural and Social Science Professionals,0,0,1,1269,Medium,1.12576902380803,Average,134.14,64.49,687.46,34691.706,36853.7692319347,2162.06323193474,0.0623221940118694,264,491,0.246212121212121,1.39918533604888,-1.40156183325068,0.335890164427829
SCOTLAND,Skilled Trades Occupations,"Metal Forming, Welding and Related Trades",1,1,0,1246,Medium,0.989351982830905,Average,413.99,585.19,222.69,26667.69,30897.3073802198,4229.61738021978,0.158604565308048,463,,1.26349892008639,,0.23388479314562,
SCOTLAND,"Managers, Directors And Senior Officials",Functional Managers and Directors,0,0,0,1216,Medium,0.676186421673294,Low,104.5,160.62,816.25,34628.8564,45424.6009774952,10795.7445774952,0.311755734951017,0,,Inf,,Inf,
SCOTLAND,Professional Occupations,Legal Professionals,0,0,1,1103,Low,0.368908641713439,Very Low,48.54,21.89,549.13,40898.6878,53081.1002352381,12182.4124352381,0.297868051288386,9,86,2.33333333333333,6.38523255813953,0.847297860387202,1.85398791139593
SCOTLAND,Professional Occupations,Quality and Regulatory Professionals,0,1,1,991,Low,0.832024893647344,Low,101.33,262.6,591.79,33949.683,43604.1576159892,9654.47461598916,0.284375987133345,105,71,2.4952380952381,8.32394366197183,0.914384153603576,2.11913614036478
SCOTLAND,Administrative And Secretarial Occupations,Administrative Occupations: Government and Related Organisations,0,1,0,958,Low,0.916105828331063,Average,350.22,236.37,291.08,24803.506,39839.9644211679,15036.4584211679,0.606223104958141,512,,0.462890625,,-0.770264483904377,
SCOTLAND,"Managers, Directors And Senior Officials",Managers and Proprietors in Health and Care Services,0,1,0,916,Low,0.629623622594066,Very Low,31.02,517.04,324.38,,,,,55,,9.4,,2.24070968927596,
SCOTLAND,Skilled Trades Occupations,Agricultural and Related Trades,1,1,0,910,Low,1.06924529490237,Average,361.82,425.42,103.13,21480.9826,39472.1089146667,17991.1263146667,0.837537399926327,1126,,0.378330373001776,,-0.971987462430266,
SCOTLAND,Skilled Trades Occupations,Other Skilled Trades,1,1,0,905,Low,0.817506707481936,Low,383.08,213.9,263.19,24983.1666,39659.0897123595,14675.9231123595,0.587432463919908,280,,0.764285714285714,,-0.268813588147398,
SCOTLAND,Associate Professional And Technical Occupations,Legal Associate Professionals,1,0,1,859,Low,0.329044213193439,Very Low,183,54.3,499.31,29406.4,38939.5288852174,9533.12888521739,0.32418551353506,19,228,2.84210526315789,2.18859649122807,1.04454506739783,0.783260466797078
SCOTLAND,Sales And Customer Service Occupations,Sales Supervisors,0,1,1,857,Low,0.980466195957528,Average,195.93,369.92,273.52,26459.3833,26827.9856300429,368.602330042919,0.0139308738175662,80,62,4.625,4.41935483870968,1.53147637096439,1.48599372134298
SCOTLAND,Professional Occupations,Media Professionals,0,0,1,764,Low,0.592885097773657,Very Low,81.85,49.96,575.64,27670.1303,36499.1688808538,8829.03858085382,0.319081930049813,38,150,1.34210526315789,3.84,0.294239472997937,1.34547236659964
SCOTLAND,"Managers, Directors And Senior Officials",Production Managers and Directors,0,0,0,761,Low,0.884466199270571,Average,192.05,244.05,309.09,36133.8301,42004.95075408,5871.12065408,0.162482655113829,0,,Inf,,Inf,
SCOTLAND,Associate Professional And Technical Occupations,Draughtspersons and Related Architectural Technicians,1,1,1,734,Low,1.04800281262003,Average,73.32,344.74,278.22,28186.5333,37137.8106479592,8951.27734795919,0.317572837095195,173,293,1.98843930635838,0.890784982935154,0.687350062875619,-0.115652201694373
SCOTLAND,Skilled Trades Occupations,Building Finishing Trades,1,1,0,709,Low,0.936796424560406,Average,167.16,494.58,41.27,28292.4213,28687.6435294118,395.22222941176,0.0139691907320693,570,,0.866666666666667,,-0.143100843640673,
SCOTLAND,Elementary Occupations,Elementary Sales Occupations,0,0,0,704,Low,1.06044034643532,Average,394.66,149.11,132.12,18853.7343,20621.68,1767.9457,0.0937716460765017,8,,18.75,,2.93119375241642,
SCOTLAND,Associate Professional And Technical Occupations,Protective Service Occupations,1,1,0,663,Low,0.882351289041127,Average,185.46,151,225.73,,,,,603,8,0.252072968490879,28.21625,-1.37803667588091,3.33989805311565
SCOTLAND,"Caring, Leisure And Other Service Occupations",Cleaning and Housekeeping Managers and Supervisors,0,1,0,564,Low,1.07344292548593,Average,189.36,235.78,130.31,,,,,99,,2.38383838383838,,0.868711954891019,
SCOTLAND,"Caring, Leisure And Other Service Occupations",Animal Care and Control Services,1,1,0,540,Low,0.895387740686875,Average,265.16,169.49,81.85,23131.0033,27784.3367,4653.3334,0.201173003161519,789,125,0.214195183776933,0.568,-1.5408676059228,-0.565633860260986
SCOTLAND,"Managers, Directors And Senior Officials",Health and Social Services Managers and Directors,0,0,0,487,Low,0.783144079456925,Low,72.7,102.88,261.72,,,,,0,,Inf,,Inf,
SCOTLAND,"Process, Plant And Machine Operatives",Other Drivers and Transport Operatives,0,1,0,430,Low,0.993743174718248,Average,152.11,102.68,145.41,27484.1759,27780.5109652174,296.335065217394,0.0107820247656541,158,,0.645569620253165,,-0.437622219742695,
SCOTLAND,Sales And Customer Service Occupations,Customer Service Managers and Supervisors,0,0,0,427,Low,0.576610224927181,Very Low,80.26,85.95,246.64,28491.673,40919.7001840708,12428.0271840708,0.436198575775834,50,,1.72,,0.542324290825362,
SCOTLAND,Elementary Occupations,Elementary Agricultural Occupations,0,1,0,381,Low,1.0473563888884,Average,158.38,120.1,77.57,24588.4802,26224.859375,1636.379175,0.0665506432967743,485,,0.247422680412371,,-1.39665714815544,
SCOTLAND,Skilled Trades Occupations,"Skilled Metal, Electrical and Electronic Trades Supervisors",1,1,0,366,Low,1.27475821374668,High,87.14,193.13,74.42,32034.2766,39195.5793434783,7161.30274347826,0.223551255203879,161,,1.19875776397516,,0.181285823920427,
SCOTLAND,Skilled Trades Occupations,Printing Trades,1,0,0,315,Low,0.860702110277525,Average,94.21,89.1,111.12,,,,,64,,1.390625,,0.329753286372468,
SCOTLAND,Skilled Trades Occupations,Textiles and Garments Trades,1,0,0,261,Low,0.844384330245113,Average,90.41,69.9,88.91,29717.2634,32401.345,2684.0816,0.0903206181495165,28,11,2.46428571428571,8.08272727272727,0.901901994422054,2.08972934933468
