nation_region,soc3,soc_name,working_futures_projection
Wales,713,Sales Supervisors,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Wales,721,Customer Service Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Wales,722,Customer Service Managers and Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,222,Therapy Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,223,Nursing and Midwifery Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,231,Teaching and Educational Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,241,Legal Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,242,"Business, Research and Administrative Professionals","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,243,"Architects, Town Planners and Surveyors","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,244,Welfare Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,245,Librarians and Related Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,246,Quality and Regulatory Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,247,Media Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,311,"Science, Engineering and Production Technicians","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,312,Draughtspersons and Related Architectural Technicians,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,313,Information Technology Technicians,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,321,Health Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,323,Welfare and Housing Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,331,Protective Service Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,341,"Artistic, Literary and Media Occupations","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,342,Design Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,344,Sports and Fitness Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,351,Transport Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,352,Legal Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,353,"Business, Finance and Related Associate Professionals","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,354,"Sales, Marketing and Related Associate Professionals","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,355,Conservation and Environmental Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,356,Public Services and Other Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,411,Administrative Occupations: Government and Related Organisations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,412,Administrative Occupations: Finance,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,413,Administrative Occupations: Records,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,416,Administrative Occupations: Office Managers and Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,421,Secretarial and Related Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,511,Agricultural and Related Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,521,"Metal Forming, Welding and Related Trades","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,522,"Metal Machining, Fitting and Instrument Making Trades","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,523,Vehicle Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,524,Electrical and Electronic Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,525,"Skilled Metal, Electrical and Electronic Trades Supervisors","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,531,Construction and Building Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,532,Building Finishing Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,533,Construction and Building Trades Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,541,Textiles and Garments Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,542,Printing Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,543,Food Preparation and Hospitality Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,544,Other Skilled Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,612,Childcare and Related Personal Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,613,Animal Care and Control Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,614,Caring Personal Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,621,Leisure and Travel Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,622,Hairdressers and Related Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,711,Sales Assistants and Retail Cashiers,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,712,Sales Related Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
West Midlands,713,Sales Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
West Midlands,721,Customer Service Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
West Midlands,722,Customer Service Managers and Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,222,Therapy Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,223,Nursing and Midwifery Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,231,Teaching and Educational Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,241,Legal Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,242,"Business, Research and Administrative Professionals","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,243,"Architects, Town Planners and Surveyors","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,244,Welfare Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,245,Librarians and Related Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,246,Quality and Regulatory Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,247,Media Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,311,"Science, Engineering and Production Technicians","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,312,Draughtspersons and Related Architectural Technicians,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,313,Information Technology Technicians,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,321,Health Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,323,Welfare and Housing Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,331,Protective Service Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,341,"Artistic, Literary and Media Occupations","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,342,Design Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,344,Sports and Fitness Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,351,Transport Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,352,Legal Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,353,"Business, Finance and Related Associate Professionals","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,354,"Sales, Marketing and Related Associate Professionals","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,355,Conservation and Environmental Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,356,Public Services and Other Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,411,Administrative Occupations: Government and Related Organisations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,412,Administrative Occupations: Finance,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,413,Administrative Occupations: Records,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,416,Administrative Occupations: Office Managers and Supervisors,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,421,Secretarial and Related Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,511,Agricultural and Related Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,521,"Metal Forming, Welding and Related Trades","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,522,"Metal Machining, Fitting and Instrument Making Trades","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,523,Vehicle Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,524,Electrical and Electronic Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,525,"Skilled Metal, Electrical and Electronic Trades Supervisors","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,531,Construction and Building Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,532,Building Finishing Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,533,Construction and Building Trades Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,541,Textiles and Garments Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,542,Printing Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,543,Food Preparation and Hospitality Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,544,Other Skilled Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,612,Childcare and Related Personal Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,613,Animal Care and Control Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,614,Caring Personal Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,621,Leisure and Travel Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,622,Hairdressers and Related Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,711,Sales Assistants and Retail Cashiers,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,712,Sales Related Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
Yorkshire and Humberside,713,Sales Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,721,Customer Service Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
Yorkshire and Humberside,722,Customer Service Managers and Supervisors,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,222,Therapy Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,223,Nursing and Midwifery Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,231,Teaching and Educational Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,241,Legal Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,242,"Business, Research and Administrative Professionals","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,243,"Architects, Town Planners and Surveyors","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,244,Welfare Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,245,Librarians and Related Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,246,Quality and Regulatory Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,247,Media Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,311,"Science, Engineering and Production Technicians","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,312,Draughtspersons and Related Architectural Technicians,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,313,Information Technology Technicians,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,321,Health Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,323,Welfare and Housing Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,331,Protective Service Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,341,"Artistic, Literary and Media Occupations","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,342,Design Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,344,Sports and Fitness Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,351,Transport Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,352,Legal Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,353,"Business, Finance and Related Associate Professionals","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,354,"Sales, Marketing and Related Associate Professionals","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,355,Conservation and Environmental Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,356,Public Services and Other Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,411,Administrative Occupations: Government and Related Organisations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,412,Administrative Occupations: Finance,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,413,Administrative Occupations: Records,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,416,Administrative Occupations: Office Managers and Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,421,Secretarial and Related Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,511,Agricultural and Related Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,521,"Metal Forming, Welding and Related Trades","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,522,"Metal Machining, Fitting and Instrument Making Trades","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,523,Vehicle Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,524,Electrical and Electronic Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,525,"Skilled Metal, Electrical and Electronic Trades Supervisors","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,531,Construction and Building Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,532,Building Finishing Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,533,Construction and Building Trades Supervisors,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,541,Textiles and Garments Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,542,Printing Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,543,Food Preparation and Hospitality Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,544,Other Skilled Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,612,Childcare and Related Personal Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,613,Animal Care and Control Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,614,Caring Personal Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,621,Leisure and Travel Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,622,Hairdressers and Related Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,711,Sales Assistants and Retail Cashiers,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,712,Sales Related Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
England,713,Sales Supervisors,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
England,721,Customer Service Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
England,722,Customer Service Managers and Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,222,Therapy Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,223,Nursing and Midwifery Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,231,Teaching and Educational Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,241,Legal Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,242,"Business, Research and Administrative Professionals","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,243,"Architects, Town Planners and Surveyors","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,244,Welfare Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,245,Librarians and Related Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,246,Quality and Regulatory Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,247,Media Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,311,"Science, Engineering and Production Technicians","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,312,Draughtspersons and Related Architectural Technicians,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,313,Information Technology Technicians,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,321,Health Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,323,Welfare and Housing Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,331,Protective Service Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,341,"Artistic, Literary and Media Occupations","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,342,Design Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,344,Sports and Fitness Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,351,Transport Associate Professionals,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,352,Legal Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,353,"Business, Finance and Related Associate Professionals","Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,354,"Sales, Marketing and Related Associate Professionals","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,355,Conservation and Environmental Associate Professionals,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,356,Public Services and Other Associate Professionals,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,411,Administrative Occupations: Government and Related Organisations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,412,Administrative Occupations: Finance,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,413,Administrative Occupations: Records,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,416,Administrative Occupations: Office Managers and Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,421,Secretarial and Related Occupations,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,511,Agricultural and Related Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,521,"Metal Forming, Welding and Related Trades","Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,522,"Metal Machining, Fitting and Instrument Making Trades","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,523,Vehicle Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,524,Electrical and Electronic Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,525,"Skilled Metal, Electrical and Electronic Trades Supervisors","Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,531,Construction and Building Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,532,Building Finishing Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,533,Construction and Building Trades Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,541,Textiles and Garments Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,542,Printing Trades,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,543,Food Preparation and Hospitality Trades,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,544,Other Skilled Trades,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,612,Childcare and Related Personal Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,613,Animal Care and Control Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,614,Caring Personal Services,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,621,Leisure and Travel Services,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,622,Hairdressers and Related Services,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,711,Sales Assistants and Retail Cashiers,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,712,Sales Related Occupations,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
UK,713,Sales Supervisors,"Employment in this occupation is projected to fall by 2020 (Working Futures, 2016)"
UK,721,Customer Service Occupations,"Employment in this occupation is projected to remain steady until 2020 (Working Futures, 2016)"
UK,722,Customer Service Managers and Supervisors,"Employment in this occupation is projected to rise by 2020 (Working Futures, 2016)"
