geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level
Nation,SCOTLAND,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,11322,High,7632.42,2258.63,1272.47,27200,Medium,0.953452426824905,Average,64,99,Medium,Very High
Nation,SCOTLAND,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,8060,High,4360.75,2900.49,518.9,26000,Medium,1.72682283499952,Very High,79,99,High,Very High
Nation,SCOTLAND,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,1848,Medium,1101.55,746.45,0,35900,High,0.75613763923688,Low,78,,High,
Nation,SCOTLAND,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,5818,Medium,4248.77,1569.23,0,28000,Medium,0.815179334545413,Low,69,,High,
Nation,SCOTLAND,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,2926,Medium,1230.84,1398.53,289.92,31400,Medium,0.844868818641972,Average,56,88,Medium,High
Nation,SCOTLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,1074,Low,497.19,383.7,148.08,25900,Medium,0.973066104544316,Average,33,54,Medium,Medium
Nation,SCOTLAND,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,1684,Medium,115.65,282.24,1113.74,43300,Very High,0.767340093107968,Low,40,79,Medium,High
Nation,SCOTLAND,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,2008,Medium,493.63,487.52,836.08,38800,High,0.392845742886215,Very Low,28,69,Low,High
Nation,SCOTLAND,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,1308,Low,297.22,1010.78,0,27200,Medium,0.846358331464911,Average,54,,Medium,
Nation,SCOTLAND,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,5748,Medium,1065.72,1019.3,3082.99,39200,High,0.706029223979025,Low,62,77,Medium,High
Nation,SCOTLAND,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,7217,High,0,155.47,5958.48,45800,Very High,0.925601517627157,Average,50,99,Medium,Very High
Nation,SCOTLAND,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,23944,Very High,4981.05,18539.55,408.69,23500,Low,1.0464699755949,Average,94,74,Very High,High
Nation,SCOTLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,8381,High,3232.7,3850.13,997.29,23200,Low,0.507366382731592,Very Low,48,99,Medium,Very High
Nation,SCOTLAND,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,205,Low,43.99,41.1,107.23,23400,Low,1.77904247223736,Very High,,76,,High
Nation,SCOTLAND,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,5168,Medium,1151.72,4010.91,0,31900,High,0.772930878895743,Low,44,,Medium,
Nation,SCOTLAND,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,445,Low,178.14,221.8,41.54,32200,High,1.28051475258217,High,50,,Medium,
Nation,SCOTLAND,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,894,Low,173.81,186.13,534.07,34100,High,0.798911738819239,Low,67,,High,
Nation,SCOTLAND,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,11869,High,7625.27,3071.33,947.47,23100,Low,1.15110528047828,Average,85,,High,
Nation,SCOTLAND,Design Occupations,Associate Professional And Technical Occupations,Design Occs,1028,Low,176.74,165.11,642.52,43700,Very High,0.640093809488181,Very Low,23,67,Low,High
Nation,SCOTLAND,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,530,Low,44.48,204.89,222.33,38900,High,0.822176425595599,Low,46,45,Medium,Medium
Nation,SCOTLAND,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,3111,Medium,630.61,2179.18,278.45,33700,High,0.834932947720444,Average,41,,Medium,
Nation,SCOTLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,11287,High,4633.79,6641.76,0,22900,Low,0.892370651183726,Average,64,,Medium,
Nation,SCOTLAND,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,4254,Medium,1232.43,2826.82,181.43,24100,Low,0.927039881530656,Average,45,78,Medium,High
Nation,SCOTLAND,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,2339,Medium,256.37,1104.29,833.96,32600,High,0.728653519644289,Low,89,85,High,High
Nation,SCOTLAND,Information Technology Technicians,Associate Professional And Technical Occupations,IT Techs,4896,Medium,1555.09,1000.53,2209.82,35200,High,0.749402378541405,Low,49,99,Medium,Very High
Nation,SCOTLAND,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,738,Low,157.23,46.65,428.98,30000,Medium,0.501265325550246,Very Low,,58,,Medium
Nation,SCOTLAND,Legal Professionals,Professional Occupations,Legal Profnls,1272,Low,34.91,24.76,619.61,38000,High,0.369677265820522,Very Low,,87,,High
Nation,SCOTLAND,Leisure and Travel Services,"Caring, Leisure And Other Service Occupations",Leisure,2719,Medium,1604.47,1114.53,0,22800,Low,0.880622909550808,Average,67,,High,
Nation,SCOTLAND,Librarians and Related Professionals,Professional Occupations,Librarians,547,Low,98.86,74.53,261.58,25300,Medium,1.25714598980758,High,,,,
Nation,SCOTLAND,Media Professionals,Professional Occupations,Media Profnls,998,Low,51.07,77.94,761.36,37500,High,0.650892806108444,Very Low,58,89,Medium,High
Nation,SCOTLAND,"Metal Forming, Welding and Related Trades",Skilled Trades Occupations,Metal Forming Trades,1283,Low,516.76,766.24,0,32900,High,0.839385546740989,Average,54,,Medium,
Nation,SCOTLAND,"Metal Machining, Fitting and Instrument Making Trades",Skilled Trades Occupations,Metal Machining Trades,2742,Medium,810.04,1931.96,0,31300,Medium,1.04629775596622,Average,56,,Medium,
Nation,SCOTLAND,Nursing and Midwifery Professionals,Professional Occupations,Nursing Profnls,11998,Very High,4.71,4.95,9762.36,31600,High,0.90458165967579,Average,,76,,High
Nation,SCOTLAND,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),891,Low,387.98,448.11,36.7,34600,High,0.688679766157843,Low,54,,Medium,
Nation,SCOTLAND,Printing Trades,Skilled Trades Occupations,Printing Trades,152,Low,67.67,84.33,0,29400,Medium,0.241524419453179,Very Low,52,,Medium,
Nation,SCOTLAND,Protective Service Occupations,Associate Professional And Technical Occupations,Protective Service,3293,Medium,1950.16,1135.12,182.26,35900,High,0.902017635497812,Average,70,,High,
Nation,SCOTLAND,Public Services and Other Associate Professionals,Associate Professional And Technical Occupations,Public Services Assoc. Profnls,7216,High,1547.57,1296.61,4041.91,32500,High,0.657230760464867,Very Low,67,99,High,Very High
Nation,SCOTLAND,Quality and Regulatory Professionals,Professional Occupations,Regulatory Profnls,806,Low,89.69,167.63,509.86,48300,Very High,0.712470281845591,Low,53,,Medium,
Nation,SCOTLAND,Sales Assistants and Retail Cashiers,Sales And Customer Service Occupations,Sales Assistants,22444,Very High,14980.76,7463.24,0,30500,Medium,0.971807144893694,Average,79,,High,
Nation,SCOTLAND,Sales Related Occupations,Sales And Customer Service Occupations,Sales Occs,6085,Medium,2360.74,930.39,2671.19,29700,Medium,0.933220458521263,Average,85,99,High,Very High
Nation,SCOTLAND,Sales Supervisors,Sales And Customer Service Occupations,Sales Supvrs,3275,Medium,748.74,1413.63,1045.24,31400,Medium,0.807720610698249,Low,99,99,Very High,Very High
Nation,SCOTLAND,"Sales, Marketing and Related Associate Professionals",Associate Professional And Technical Occupations,Sales  Assoc. Profnls,11942,High,2288.76,1346.22,7893.64,36000,High,0.622256451687089,Very Low,57,88,Medium,High
Nation,SCOTLAND,"Science, Engineering and Production Technicians",Associate Professional And Technical Occupations,Engineering Techs,3311,Medium,735.94,1504.8,944.55,33700,High,0.900772932066937,Average,55,75,Medium,High
Nation,SCOTLAND,Secretarial and Related Occupations,Administrative And Secretarial Occupations,Secretarial Occs,13498,Very High,9677.86,3820.14,0,32200,High,0.950159935178313,Average,80,,High,
Nation,SCOTLAND,"Skilled Metal, Electrical and Electronic Trades Supervisors",Skilled Trades Occupations,Metal Trades Supvrs,296,Low,92.03,203.97,0,33300,High,1.04773323657753,Average,54,,Medium,
Nation,SCOTLAND,Sports and Fitness Occupations,Associate Professional And Technical Occupations,Sports Occs,2998,Medium,947.25,1687.56,327.6,28400,Medium,0.919142310506616,Average,65,60,Medium,Medium
Nation,SCOTLAND,Teaching and Educational Professionals,Professional Occupations,Education Profnls,18221,Very High,281.28,1381.25,8879.85,36800,High,0.676606898190281,Low,57,99,Medium,Very High
Nation,SCOTLAND,Textiles and Garments Trades,Skilled Trades Occupations,Textiles Trades,271,Low,221.73,49.27,0,33900,High,0.435422586842895,Very Low,,,,
Nation,SCOTLAND,Vehicle Trades,Skilled Trades Occupations,Vehicle Trades,3736,Medium,915.31,2805.6,0,27700,Medium,0.878758960571257,Average,53,,Medium,
Nation,SCOTLAND,Welfare Professionals,Professional Occupations,Welfare Profnls,3296,Medium,137.95,311.14,2635.06,30700,Medium,0.79699684736978,Low,57,92,Medium,Very High
Nation,SCOTLAND,Welfare and Housing Associate Professionals,Associate Professional And Technical Occupations,Welfare Assoc. Profnls,6002,Medium,1122.54,2104.16,2314.02,24800,Medium,1.31991551530845,High,74,99,High,Very High
Nation,WALES,Administrative Occupations: Finance,Administrative And Secretarial Occupations,Administrative: Finance,3837,High,2684.59,757.97,347.92,26500,Medium,0.620362969998855,Very Low,34,99,Medium,Very High
Nation,WALES,Administrative Occupations: Government and Related Organisations,Administrative And Secretarial Occupations,Administrative: Government,3221,Medium,1914.09,1207.99,64.26,26600,Medium,1.32489559261654,High,58,,Medium,
Nation,WALES,Administrative Occupations: Office Managers and Supervisors,Administrative And Secretarial Occupations,Administrative: Office Mngrs,759,Low,451.4,307.6,0,32700,High,0.596236907129442,Very Low,56,,Medium,
Nation,WALES,Administrative Occupations: Records,Administrative And Secretarial Occupations,Administrative: Records,1899,Medium,1405.49,493.51,0,25800,Medium,0.510837297426036,Very Low,40,,Medium,
Nation,WALES,Agricultural and Related Trades,Skilled Trades Occupations,Agricultural Trades,2213,Medium,979.54,883.71,341.95,40700,High,1.22680224910631,High,46,,Medium,
Nation,WALES,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,545,Low,205.95,255.87,67.36,28500,Medium,0.948009643196074,Average,27,50,Low,Medium
Nation,WALES,"Architects, Town Planners and Surveyors",Professional Occupations,Architects/Surveyors,602,Low,38.02,114.43,396.85,40600,High,0.526648054147583,Very Low,25,81,Low,High
Nation,WALES,"Artistic, Literary and Media Occupations",Associate Professional And Technical Occupations,Artistic/Media Occs,1114,Medium,294.77,237.79,430.31,34400,High,0.418428948417621,Very Low,23,56,Low,Medium
Nation,WALES,Building Finishing Trades,Skilled Trades Occupations,Building Finishing Trades,921,Medium,213.9,707.1,0,23500,Low,1.14415364707302,Average,48,,Medium,
Nation,WALES,"Business, Finance and Related Associate Professionals",Associate Professional And Technical Occupations,Business Assoc. Profnls,2097,Medium,398.98,403.46,1090.02,35500,High,0.494518494150666,Very Low,34,67,Medium,High
Nation,WALES,"Business, Research and Administrative Professionals",Professional Occupations,Business Profnls,2191,Medium,0,44.98,1788.99,45900,Very High,0.539495615663963,Very Low,,99,,Very High
Nation,WALES,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,13245,Very High,2642.86,10288.16,291.74,25200,Medium,1.11137396962784,Average,73,69,High,High
Nation,WALES,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,7520,Very High,3098.82,2778.69,1243.11,25200,Medium,0.874021020097563,Average,53,99,Medium,Very High
Nation,WALES,Conservation and Environmental Associate Professionals,Associate Professional And Technical Occupations,Environmental Assoc. Profnls,277,Low,59.45,55.53,144.88,26200,Medium,4.61519880785232,Very High,,83,,High
Nation,WALES,Construction and Building Trades,Skilled Trades Occupations,Construction Trades,3331,High,813.65,2515.36,0,31100,Medium,0.956469167856253,Average,37,,Medium,
Nation,WALES,Construction and Building Trades Supervisors,Skilled Trades Occupations,Construction Trades Supvrs,76,Low,30.42,37.88,7.09,35300,High,0.419871461601975,Very Low,,,,
Nation,WALES,Customer Service Managers and Supervisors,Sales And Customer Service Occupations,Customer Service Supvrs,259,Low,50.35,53.92,154.72,30500,Medium,0.444364378258147,Very Low,31,,Low,
Nation,WALES,Customer Service Occupations,Sales And Customer Service Occupations,Customer Service Occs,4395,High,2809.52,1137.6,384.2,22800,Low,0.818347924124972,Low,60,,Medium,
Nation,WALES,Design Occupations,Associate Professional And Technical Occupations,Design Occs,281,Low,48.33,46.48,174.85,35300,High,0.33591935028572,Very Low,,46,,Medium
Nation,WALES,Draughtspersons and Related Architectural Technicians,Associate Professional And Technical Occupations,Architectural Techs,92,Low,5.56,24.31,44.07,32200,High,0.274002904909572,Very Low,,,,
Nation,WALES,Electrical and Electronic Trades,Skilled Trades Occupations,Electrical/Electronic Trades,1274,Medium,245.4,913.97,106.71,35900,High,0.656446301133593,Very Low,35,,Medium,
Nation,WALES,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,6699,Very High,2800.76,3891.95,0,23400,Low,1.01684538198252,Average,56,,Medium,
Nation,WALES,Hairdressers and Related Services,"Caring, Leisure And Other Service Occupations",Hairdressers,1528,Medium,467.06,1016.24,40.28,25400,Medium,0.63929671973795,Very Low,27,,Low,
Nation,WALES,Health Associate Professionals,Associate Professional And Technical Occupations,Health Assoc. Profnls,1541,Medium,185.72,674.59,586.64,31700,High,0.921661981628406,Average,62,86,Medium,High
Nation,WALES,Information Technology Technicians,Associate Professional And Technical Occupations,IT Techs,2067,Medium,626.14,402.35,978.06,35100,High,0.60742452678729,Very Low,39,98,Medium,Very High
Nation,WALES,Legal Associate Professionals,Associate Professional And Technical Occupations,Legal Assoc. Profnls,697,Low,148.49,44.06,405.15,28300,Medium,0.908912904505131,Average,,59,,Medium
Nation,WALES,Legal Professionals,Professional Occupations,Legal Profnls,891,Medium,22.23,17.46,455.24,39400,High,0.497154672532136,Very Low,,99,,Very High
Nation,WALES,Leisure and Travel Services,"Caring, Leisure And Other Service Occupations",Leisure,1672,Medium,892.82,707.3,66.58,22500,Low,1.03966933433207,Average,59,65,Medium,Medium
