geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
LEPplus,LIVERPOOL CITY REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3432,Very High,1413,1390,475,21500,Low,0.898039293530379,Average,62,99,Medium,Very High
LEPplus,LONDON,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,37904,Very High,14852,15131,6112,28000,Medium,1.50620778210739,Very High,72,99,High,Very High
LEPplus,,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3552,Medium,1381,2171,0,,,,Very Low,,,,
LEPplus,NEW ANGLIA,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2797,High,1182,1003,459,19700,Low,0.655414396642981,Very Low,56,,Medium,
LEPplus,NORTH EAST,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4118,Very High,1665,1677,592,23300,Low,0.813856490267597,Low,64,99,Medium,Very High
LEPplus,NORTHAMPTONSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1239,High,482,534,172,25300,Medium,0.601301235503838,Very Low,70,,High,
LEPplus,OXFORDSHIRE LEP,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1426,High,539,634,200,25600,Medium,,Very Low,69,,High,
LEPplus,SHEFFIELD CITY REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3496,Very High,1490,1246,567,21500,Low,0.717797620508097,Low,56,,Medium,
LEPplus,SOLENT,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3667,Very High,1511,1436,543,22100,Low,1.0636533584905,Average,53,,Medium,
LEPplus,SOUTH EAST,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,12774,Very High,5365,4460,2218,24600,Medium,1.16217490774593,Average,69,99,High,Very High
LEPplus,SOUTH EAST MIDLANDS,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4144,High,1662,1712,588,25300,Medium,0.806063472674636,Low,66,99,High,Very High
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1540,High,642,574,245,24100,Low,0.506005483909539,Very Low,49,79,Medium,High
LEPplus,SWANSEA BAY CITY REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1210,Very High,492,466,192,23500,Low,0.702786766343587,Low,39,,Medium,
LEPplus,SWINDON AND WILTSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2066,Very High,833,760,361,23300,Low,1.04377328190565,Average,73,,High,
LEPplus,TEES VALLEY,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1603,Very High,646,636,245,23700,Low,0.956873361830123,Average,52,,Medium,
LEPplus,THAMES VALLEY BERKSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3362,Very High,1349,1360,496,24400,Medium,1.28526152470228,High,77,,High,
LEPplus,THE MARCHES,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,575,High,232,219,94,23600,Low,0.313611492674248,Very Low,31,,Low,
LEPplus,WEST OF ENGLAND,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,5568,Very High,2285,2182,830,21300,Low,1.71545155371424,Very High,82,99,High,Very High
LEPplus,WORCESTERSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1022,High,419,411,146,21000,Low,0.650729599195099,Very Low,78,,High,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2460,Very High,994,908,427,23000,Low,0.776190721977165,Low,,,,
LEPplus,BLACK COUNTRY,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,188,Low,28,133,25,26500,Medium,1.01745592344182,Average,54,,Medium,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,74,Low,39,23,9,25000,Medium,0.749502564293548,Low,,,,
LEPplus,CARDIFF CAPITAL REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,199,Medium,100,62,27,26800,Medium,0.86000573498816,Average,16,,Low,
LEPplus,CHESHIRE AND WARRINGTON,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,296,Medium,146,97,40,25400,Medium,1.8070198810365,Very High,28,,Low,
LEPplus,COAST TO CAPITAL,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,380,Low,180,138,48,25500,Medium,1.03838987429291,Average,35,,Medium,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,143,Medium,73,44,20,25800,Medium,1.54459780103585,Very High,,,,
LEPplus,COVENTRY AND WARWICKSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,161,Low,31,107,20,26200,Medium,1.01203339466696,Average,46,,Medium,
LEPplus,CUMBRIA,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,53,Low,27,17,7,24500,Medium,0.589216616309725,Very Low,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,259,Low,138,80,31,25500,Medium,0.67649119889551,Low,25,,Low,
LEPplus,DORSET,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,202,Medium,52,122,24,25100,Medium,1.52400392035303,Very High,49,,Medium,
LEPplus,EDINBURGH AND THE LOTHIANS,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,362,Medium,173,124,50,25900,Medium,2.25249663937046,Very High,74,37,High,Medium
LEPplus,ENTERPRISE M3,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,332,Low,117,162,44,27300,Medium,1.19037865699709,Average,29,,Low,
LEPplus,GLASGOW CITY REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,391,Medium,187,133,54,25000,Medium,1.21588722708647,High,,67,,High
LEPplus,GLOUCESTERSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,155,Low,61,68,20,25100,Medium,1.33769451036392,High,34,,Medium,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,216,Low,92,86,29,28700,Medium,0.664655401416765,Very Low,39,,Medium,
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,648,Medium,322,209,90,21700,Low,,Very Low,47,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,109,Low,55,34,15,24600,Medium,0.597666609250214,Very Low,,,,
LEPplus,GREATER MANCHESTER,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,805,Low,405,264,103,25000,Medium,1.68713261934263,Very High,55,,Medium,
LEPplus,HEART OF THE SOUTH WEST,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,342,Low,150,135,44,26400,Medium,1.12883627108198,Average,33,,Medium,
LEPplus,HERTFORDSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,236,Low,115,80,32,26900,Medium,1.03408367062261,Average,44,,Medium,
LEPplus,HUMBER,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,216,Medium,76,104,29,23400,Low,1.36439525217518,High,15,,Low,
LEPplus,LANCASHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,481,Medium,207,201,59,24800,Medium,1.89206339012348,Very High,47,47,Medium,Medium
LEPplus,LEEDS CITY REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,366,Low,152,150,50,27000,Medium,0.683989724543799,Low,20,,Low,
LEPplus,LEICESTER AND LEICESTERSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,212,Low,111,66,26,26500,Medium,1.17944781138193,Average,34,,Medium,
LEPplus,LIVERPOOL CITY REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,411,Medium,181,161,54,25500,Medium,1.63512526283587,Very High,49,68,Medium,High
LEPplus,LONDON,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,515,Low,260,160,72,28500,Medium,0.31114886350275,Very Low,36,35,Medium,Medium
LEPplus,NEW ANGLIA,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,253,Low,95,118,32,24400,Medium,0.901374313430654,Average,35,,Medium,
LEPplus,NORTH EAST,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,164,Low,58,79,22,27000,Medium,0.492795216116695,Very Low,24,,Low,
LEPplus,NORTHAMPTONSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,75,Low,42,23,7,26200,Medium,0.553405153905861,Very Low,,,,
LEPplus,OXFORDSHIRE LEP,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,357,Medium,182,111,48,26700,Medium,,Very Low,67,,High,
LEPplus,SHEFFIELD CITY REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,235,Low,86,110,31,25600,Medium,0.733600466539572,Low,29,,Low,
LEPplus,SOLENT,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,332,Low,123,162,39,25800,Medium,1.4641596550575,High,33,,Medium,
LEPplus,SOUTH EAST,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,642,Low,242,301,80,26900,Medium,0.888056826253447,Average,31,69,Low,High
LEPplus,SOUTH EAST MIDLANDS,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,318,Low,153,115,39,27100,Medium,0.94045443907559,Average,27,,Low,
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,105,Low,28,61,14,24800,Medium,0.524547652838254,Very Low,30,,Low,
LEPplus,SWANSEA BAY CITY REGION,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,174,Medium,51,97,21,26100,Medium,1.53655673029955,Very High,32,,Low,
LEPplus,SWINDON AND WILTSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,93,Low,40,39,11,25500,Medium,0.714364646396424,Low,,,,
LEPplus,TEES VALLEY,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,65,Low,20,34,9,25200,Medium,0.589923157858591,Very Low,,,,
LEPplus,THAMES VALLEY BERKSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,395,Medium,153,181,49,27400,Medium,2.2958950914691,Very High,62,,Medium,
LEPplus,THE MARCHES,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,29,Low,6,19,4,24900,Medium,0.240482384214885,Very Low,,,,
LEPplus,WEST OF ENGLAND,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,341,Low,165,117,45,26200,Medium,1.59733039666326,Very High,50,,Medium,
LEPplus,WORCESTERSHIRE,Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,110,Low,56,34,15,24100,Low,1.06488693110884,Average,,,,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Animal Care and Control Services,"Caring, Leisure And Other Service Occupations",Animal Care,176,Low,89,55,24,24500,Medium,0.844320150277834,Average,,,,
LEPplus,BELFAST METROPOLITAN AREA,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3083,Very High,692,2309,80,23100,Low,0.989022537552526,Average,99,,Very High,
LEPplus,BLACK COUNTRY,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3007,Very High,639,2304,62,22900,Low,0.828105425951511,Low,81,51,High,Medium
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,1548,Very High,316,1208,22,22700,Low,0.797823467317789,Low,99,,Very High,
LEPplus,CARDIFF CAPITAL REGION,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,2983,Very High,573,2393,17,23200,Low,0.655988115302125,Very Low,57,,Medium,
LEPplus,CHESHIRE AND WARRINGTON,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3807,Very High,846,2899,62,22300,Low,1.18262905174567,Average,99,62,Very High,Medium
LEPplus,COAST TO CAPITAL,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,6510,Very High,1313,5116,77,22600,Low,0.905216128655442,Average,94,,Very High,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,2738,Very High,559,2154,25,23700,Low,1.50489869455947,Very High,99,,Very High,
LEPplus,COVENTRY AND WARWICKSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3498,Very High,729,2723,45,22500,Low,1.11887924909782,Average,99,,Very High,
LEPplus,CUMBRIA,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,1688,Very High,365,1301,22,22200,Low,0.954917836333626,Average,98,,Very High,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,7719,Very High,1614,5985,120,22600,Low,1.02593034264783,Average,94,54,Very High,Medium
LEPplus,DORSET,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,4154,Very High,891,3223,40,23400,Low,1.59476117416888,Very High,99,,Very High,
LEPplus,EDINBURGH AND THE LOTHIANS,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,4049,Very High,830,3150,69,23400,Low,1.28202886905202,High,99,,Very High,
LEPplus,ENTERPRISE M3,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,5162,Very High,1027,4078,54,23900,Low,0.941801754063465,Average,88,,High,
LEPplus,GLASGOW CITY REGION,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,5315,Very High,1127,4119,69,22700,Low,0.841035358415404,Average,99,55,Very High,Medium
LEPplus,GLOUCESTERSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,2465,Very High,500,1937,28,22500,Low,1.08252171564724,Average,99,,Very High,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,6875,Very High,1381,5408,85,25300,Medium,1.07648984358393,Average,91,46,Very High,Medium
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,5874,Very High,1168,4658,47,23400,Low,,Very Low,97,,Very High,
LEPplus,GREATER LINCOLNSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3094,Very High,660,2412,20,22100,Low,0.863271198019331,Average,88,,High,
LEPplus,GREATER MANCHESTER,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,11116,Very High,2372,8554,183,23800,Low,1.18548571977024,Average,86,78,High,High
LEPplus,HEART OF THE SOUTH WEST,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,6495,Very High,1316,5130,49,23800,Low,1.09088369786749,Average,95,,Very High,
LEPplus,HERTFORDSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,4195,Very High,871,3252,69,22800,Low,0.935341253111267,Average,99,,Very High,
LEPplus,HUMBER,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,1645,Very High,352,1276,17,21500,Low,0.528745637914966,Very Low,70,,High,
LEPplus,LANCASHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,6271,Very High,1347,4764,155,22500,Low,1.25522579038065,High,91,65,Very High,Medium
LEPplus,LEEDS CITY REGION,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,11517,Very High,2355,9015,143,24100,Low,1.09522237019472,Average,88,50,High,Medium
LEPplus,LEICESTER AND LEICESTERSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,3512,Very High,741,2701,70,23000,Low,0.994241351781815,Average,96,73,Very High,High
LEPplus,LIVERPOOL CITY REGION,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,5069,Very High,1098,3919,51,23200,Low,1.02618566765341,Average,77,46,High,Medium
LEPplus,LONDON,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,24149,High,4894,18999,253,26500,Medium,0.742428420294858,Low,85,57,High,Medium
LEPplus,NEW ANGLIA,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,6624,Very High,1411,5156,55,22300,Low,1.20087948937054,High,97,60,Very High,Medium
LEPplus,NORTH EAST,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,8570,Very High,1741,6723,107,24300,Medium,1.3103819553156,High,98,44,Very High,Medium
LEPplus,NORTHAMPTONSHIRE,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,2083,Very High,444,1609,30,22500,Low,0.782106063526091,Low,99,,Very High,
LEPplus,OXFORDSHIRE LEP,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,2241,Very High,470,1745,25,23100,Low,,Very Low,96,,Very High,
LEPplus,SHEFFIELD CITY REGION,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,4852,Very High,1006,3757,85,23500,Low,0.770738362002313,Low,83,69,High,High
LEPplus,SOLENT,Caring Personal Services,"Caring, Leisure And Other Service Occupations",Personal Care,4753,Very High,958,3749,45,22700,Low,1.06662709877141,Average,84,,High,
